Frequency (Hz),Insertion Gain (dB),Noise Figure (dB)
+01440E+06,+37131E-03,+04792E-03
+01450E+06,+37132E-03,+04806E-03
+01460E+06,+37154E-03,+04756E-03
+01470E+06,+37172E-03,+04725E-03
+01480E+06,+37033E-03,+04802E-03
+01490E+06,+36849E-03,+04854E-03
+01500E+06,+36623E-03,+04959E-03
+01510E+06,+36528E-03,+04989E-03
+01520E+06,+36562E-03,+05008E-03
+01530E+06,+36588E-03,+05109E-03
+01540E+06,+36667E-03,+05080E-03
+01550E+06,+36550E-03,+05147E-03
+01560E+06,+36318E-03,+05184E-03
+01570E+06,+36104E-03,+05165E-03
+01580E+06,+35962E-03,+05213E-03
+01590E+06,+35901E-03,+05223E-03
