Frequency (Hz),Insertion Gain (dB),Noise Figure (dB)
+00010E+06,+11602E-03,+26321E-03
+00030E+06,+11060E-03,+28184E-03
+00050E+06,+09804E-03,+29751E-03
+00070E+06,+90000E+06,+90099E+06
+00090E+06,+90000E+06,+90099E+06
+00110E+06,+90000E+06,+90099E+06
+00130E+06,+90000E+06,+90099E+06
+00150E+06,+90000E+06,+90099E+06
+00170E+06,+18651E-03,+24415E-03
+00190E+06,+30642E-03,+13528E-03
+00210E+06,+37934E-03,+04883E-03
+00230E+06,+38430E-03,+04771E-03
+00250E+06,+38793E-03,+04556E-03
+00270E+06,+38889E-03,+04370E-03
+00290E+06,+38775E-03,+04430E-03
+00310E+06,+38869E-03,+04539E-03
+00330E+06,+39004E-03,+04528E-03
+00350E+06,+38716E-03,+04440E-03
+00370E+06,+38791E-03,+04374E-03
+00390E+06,+39007E-03,+04390E-03
+00410E+06,+38693E-03,+04523E-03
+00430E+06,+38572E-03,+04610E-03
+00450E+06,+39031E-03,+04755E-03
+00470E+06,+38971E-03,+04682E-03
+00490E+06,+38593E-03,+04585E-03
+00510E+06,+38766E-03,+04570E-03
+00530E+06,+38884E-03,+04479E-03
+00550E+06,+38677E-03,+04444E-03
+00570E+06,+38770E-03,+04557E-03
+00590E+06,+39059E-03,+04713E-03
+00610E+06,+38281E-03,+04832E-03
+00630E+06,+38300E-03,+04948E-03
+00650E+06,+39013E-03,+05047E-03
+00670E+06,+38619E-03,+05058E-03
+00690E+06,+38233E-03,+05078E-03
+00710E+06,+38834E-03,+05086E-03
+00730E+06,+39026E-03,+05107E-03
+00750E+06,+38417E-03,+06612E-03
+00770E+06,+38452E-03,+05101E-03
+00790E+06,+38810E-03,+05076E-03
+00810E+06,+38651E-03,+04921E-03
+00830E+06,+38557E-03,+04891E-03
+00850E+06,+38753E-03,+04818E-03
+00870E+06,+38626E-03,+04802E-03
+00890E+06,+38447E-03,+04903E-03
+00910E+06,+38709E-03,+04827E-03
+00930E+06,+38989E-03,+04842E-03
+00950E+06,+38629E-03,+04908E-03
+00970E+06,+38593E-03,+04961E-03
+00990E+06,+38965E-03,+05007E-03
+01010E+06,+38872E-03,+05008E-03
+01030E+06,+38692E-03,+04971E-03
+01050E+06,+38851E-03,+04978E-03
+01070E+06,+39061E-03,+05009E-03
+01090E+06,+38838E-03,+05016E-03
+01110E+06,+38815E-03,+05082E-03
+01130E+06,+38916E-03,+05140E-03
+01150E+06,+38883E-03,+05158E-03
+01170E+06,+39140E-03,+05170E-03
+01190E+06,+39111E-03,+05258E-03
+01210E+06,+38972E-03,+05439E-03
+01230E+06,+39024E-03,+05556E-03
+01250E+06,+39308E-03,+05759E-03
+01270E+06,+38895E-03,+05910E-03
+01290E+06,+38579E-03,+06056E-03
+01310E+06,+38486E-03,+06054E-03
+01330E+06,+37954E-03,+05996E-03
+01350E+06,+37956E-03,+05811E-03
+01370E+06,+38131E-03,+05621E-03
+01390E+06,+37605E-03,+05487E-03
+01410E+06,+37316E-03,+05466E-03
+01430E+06,+37446E-03,+05396E-03
+01450E+06,+37469E-03,+05406E-03
+01470E+06,+37559E-03,+05456E-03
+01490E+06,+37659E-03,+05465E-03
+01510E+06,+37162E-03,+05533E-03
+01530E+06,+36942E-03,+05596E-03
+01550E+06,+36883E-03,+05712E-03
+01570E+06,+36552E-03,+05901E-03
+01590E+06,+36246E-03,+05913E-03
