Frequency (Hz),Insertion Gain (dB),Noise Figure (dB)
+00010E+06,+09789E-03,+29320E-03
+00020E+06,+08121E-03,+31605E-03
+00030E+06,+21947E-03,+16843E-03
+00040E+06,+39031E-03,+02293E-03
+00050E+06,+39363E-03,+01810E-03
+00060E+06,+39312E-03,+01644E-03
+00070E+06,+39196E-03,+01587E-03
+00080E+06,+39039E-03,+01537E-03
+00090E+06,+38925E-03,+01552E-03
+00100E+06,+39040E-03,+01545E-03
+00110E+06,+39244E-03,+01510E-03
+00120E+06,+39405E-03,+01463E-03
+00130E+06,+39501E-03,+01440E-03
+00140E+06,+39471E-03,+01441E-03
+00150E+06,+39263E-03,+01470E-03
+00160E+06,+39054E-03,+01518E-03
+00170E+06,+39004E-03,+01605E-03
+00180E+06,+39084E-03,+01685E-03
+00190E+06,+39209E-03,+01718E-03
+00200E+06,+39279E-03,+01754E-03
+00210E+06,+39196E-03,+01757E-03
+00220E+06,+39055E-03,+01793E-03
+00230E+06,+39003E-03,+01750E-03
+00240E+06,+39087E-03,+01818E-03
+00250E+06,+39175E-03,+01873E-03
+00260E+06,+39176E-03,+01910E-03
+00270E+06,+39141E-03,+01913E-03
+00280E+06,+39013E-03,+01956E-03
+00290E+06,+38963E-03,+02082E-03
+00300E+06,+38986E-03,+02110E-03
+00310E+06,+39005E-03,+02139E-03
+00320E+06,+39020E-03,+02201E-03
+00330E+06,+38862E-03,+02282E-03
+00340E+06,+38762E-03,+02285E-03
+00350E+06,+38751E-03,+02345E-03
+00360E+06,+38757E-03,+02448E-03
+00370E+06,+38758E-03,+02536E-03
+00380E+06,+38736E-03,+02609E-03
+00390E+06,+38656E-03,+02737E-03
+00400E+06,+38459E-03,+02871E-03
+00410E+06,+38196E-03,+03020E-03
+00420E+06,+37952E-03,+03219E-03
+00430E+06,+37773E-03,+03398E-03
+00440E+06,+37432E-03,+03640E-03
+00450E+06,+36947E-03,+03925E-03
+00460E+06,+36251E-03,+04276E-03
+00470E+06,+35590E-03,+04761E-03
+00480E+06,+35093E-03,+05516E-03
+00490E+06,+34432E-03,+06554E-03
+00500E+06,+33140E-03,+08043E-03
+00510E+06,+31041E-03,+10080E-03
