,combined_power_W_per_MHz,frequency_MHz,galactic_power_W_per_MHz,ground_power_W_per_MHz,system_power_W_per_MHz
37,2.66482314736e-07,520,4.84343565989e-11,1.15922349794e-09,2.65274656882e-07
38,2.85242283842e-07,530,5.76855270708e-11,1.44842131725e-09,2.83736176998e-07
39,3.04884492489e-07,540,6.88711311722e-11,1.81256337206e-09,3.03003057985e-07
40,3.25337243136e-07,550,8.17743993918e-11,2.25387024174e-09,3.23001598495e-07
41,3.44188997726e-07,560,9.61534873724e-11,2.77314832824e-09,3.41319695911e-07
42,3.60555235822e-07,570,1.09794648372e-10,3.31084857652e-09,3.57134592597e-07
43,3.77188707083e-07,580,1.24274369605e-10,3.91521257417e-09,3.73149220139e-07
44,3.94036752766e-07,590,1.41777072875e-10,4.66307413702e-09,3.89231901556e-07
45,4.10951660429e-07,600,1.61366908844e-10,5.53682793011e-09,4.0525346559e-07
46,4.27785337121e-07,610,1.82958434709e-10,6.54451054345e-09,4.21057868143e-07
47,4.44419357868e-07,620,2.08057138798e-10,7.75341916838e-09,4.36457881561e-07
48,4.60597190712e-07,630,2.35362443831e-10,9.1316808999e-09,4.51230147368e-07
49,4.91280854606e-07,640,3.0057760684e-10,1.21338599752e-08,4.78846417024e-07
50,5.35204606657e-07,650,4.67202177609e-10,1.961147838e-08,5.151259261e-07
51,5.39181925771e-07,660,5.03685625444e-10,2.19720480588e-08,5.16706192086e-07
52,5.41942771817e-07,670,5.41528915571e-10,2.45351228194e-08,5.16866120082e-07
53,5.43567214253e-07,680,5.85824382968e-10,2.75516166497e-08,5.1542977322e-07
54,5.43669174829e-07,690,6.3191055735e-10,3.083278907e-08,5.12204475202e-07
55,5.42286909688e-07,700,6.84323912312e-10,3.46232405612e-08,5.06979345215e-07
56,5.39340303589e-07,710,7.45121843562e-10,3.90714729214e-08,4.99523708824e-07
57,5.35567134758e-07,720,7.94454933158e-10,4.3153112519e-08,4.91619567306e-07
58,5.32297001562e-07,730,8.38695798453e-10,4.71680051125e-08,4.84290300651e-07
59,5.28308683817e-07,740,8.81467737541e-10,5.13032816609e-08,4.76123934418e-07
60,5.24011291257e-07,750,9.30248281373e-10,5.6005960202e-08,4.67075082773e-07
61,5.19327573919e-07,760,9.83897011369e-10,6.12474297994e-08,4.57096247108e-07
62,5.14631718653e-07,770,1.04833879007e-09,6.74456570892e-08,4.46137722774e-07
63,5.10543584674e-07,780,1.10860457899e-09,7.36816272272e-08,4.35753352868e-07
64,5.06713476711e-07,790,1.17327027123e-09,8.05251559349e-08,4.25015050505e-07
65,5.02562738195e-07,800,1.23877622046e-09,8.77612065247e-08,4.1356275545e-07
66,4.98132820937e-07,810,1.30587832562e-09,9.54592959821e-08,4.0136764663e-07
67,4.96439846499e-07,820,1.3600900628e-09,1.02546939487e-07,3.92532816949e-07
68,4.9853428461e-07,830,1.38712792031e-09,1.07832287533e-07,3.89314869157e-07
69,5.00911635673e-07,840,1.41522530819e-09,1.13390527633e-07,3.86105882732e-07
70,5.0316393075e-07,850,1.43936025265e-09,1.18818736048e-07,3.8290583445e-07
71,5.05425466149e-07,860,1.46138825901e-09,1.24249376744e-07,3.79714701145e-07
72,5.07979587102e-07,870,1.48464893159e-09,1.29962478457e-07,3.76532459714e-07
73,5.10113034306e-07,880,1.50117240629e-09,1.3525277479e-07,3.73359087109e-07
74,5.13000911427e-07,890,1.52402398302e-09,1.41282327099e-07,3.70194560345e-07
75,5.15972115644e-07,900,1.54568938197e-09,1.47387569768e-07,3.67038856494e-07
76,5.18880399133e-07,910,1.56475374172e-09,1.53423692705e-07,3.63891952686e-07
77,5.21605154897e-07,920,1.58020948543e-09,1.59271119298e-07,3.60753826113e-07
78,5.24575474638e-07,930,1.59641942982e-09,1.65354601185e-07,3.57624454023e-07
79,5.2751685326e-07,940,1.61074471805e-09,1.71402294819e-07,3.54503813723e-07
80,5.30611781351e-07,950,1.62496359297e-09,1.7759493518e-07,3.51391882578e-07
81,5.34008702802e-07,960,1.64037425184e-09,1.84079690537e-07,3.48288638012e-07
82,5.37370531278e-07,970,1.65396344629e-09,1.90522510324e-07,3.45194057507e-07
83,5.40361087665e-07,980,1.66302799696e-09,1.96589941066e-07,3.42108118602e-07
84,5.43533076901e-07,990,1.67240938919e-09,2.02829868618e-07,3.39030798894e-07
85,5.46920602921e-07,1000,1.68234244092e-09,2.09276184442e-07,3.35962076038e-07
