,combined_power_W_per_MHz,frequency_MHz,galactic_power_W_per_MHz,ground_power_W_per_MHz,system_power_W_per_MHz
0,5.24024127149e-09,150,5.15414193506e-14,5.52256945501e-14,5.24013450438e-09
1,5.84422729512e-09,160,6.2230594715e-14,7.82277897521e-14,5.84408683674e-09
2,6.51898835023e-09,170,7.50331140527e-14,1.09613356058e-13,6.51880370376e-09
3,7.27276452486e-09,180,8.73244573069e-14,1.4700885996e-13,7.27253019155e-09
4,8.11475601363e-09,190,1.01150983773e-13,1.94763339429e-13,8.11446009931e-09
5,9.05522062293e-09,200,1.18784768488e-13,2.59830077662e-13,9.05484200809e-09
6,1.01055639281e-08,210,1.34742227629e-13,3.32788378759e-13,1.01050963975e-08
7,1.12785336051e-08,220,1.56062745438e-13,4.32799658757e-13,1.12779447427e-08
8,1.26033517666e-08,230,1.76861979806e-13,5.4795404369e-13,1.26026269506e-08
9,1.42337987764e-08,240,2.11831875687e-13,7.2980418861e-13,1.42328571403e-08
10,1.60753727836e-08,250,2.40424921719e-13,9.17161115226e-13,1.60742151976e-08
11,1.81551529456e-08,260,2.91473548342e-13,1.22632504651e-12,1.8153635147e-08
12,2.05032080848e-08,270,3.27127464998e-13,1.51244770767e-12,2.05013685096e-08
13,2.31536854469e-08,280,3.83839023313e-13,1.94356776859e-12,2.31513580401e-08
14,2.613040288e-08,290,4.44273471812e-13,2.45595438572e-12,2.61275026521e-08
15,2.94811819921e-08,300,5.16251304193e-13,3.10652027366e-12,2.94775592205e-08
16,3.32567074355e-08,310,5.8049577144e-13,3.79194188888e-12,3.32523349979e-08
17,3.75092120903e-08,320,6.69089607602e-13,4.73236090078e-12,3.75038106398e-08
18,4.22966262158e-08,330,7.92243254082e-13,6.05246841019e-12,4.22897815042e-08
19,4.76829356061e-08,340,9.3074911309e-13,7.66299436183e-12,4.76743418627e-08
20,5.37392216836e-08,350,1.10288377119e-12,9.7646278662e-12,5.3728354172e-08
21,6.05441160142e-08,360,1.35565500952e-12,1.28811709847e-11,6.05298791882e-08
22,6.81830429064e-08,370,1.65593392328e-12,1.68537767336e-11,6.81645331958e-08
23,7.64092564519e-08,380,2.05707992435e-12,2.23854213658e-11,7.63848139506e-08
24,8.45172948089e-08,390,2.52192252481e-12,2.92926104971e-11,8.44854802759e-08
25,9.34442130068e-08,400,3.14552628301e-12,3.89333465786e-11,9.34021341339e-08
26,1.03262077644e-07,410,3.96519819599e-12,5.22179715794e-11,1.03205894474e-07
27,1.14046567843e-07,420,5.03076517515e-12,7.03837948848e-11,1.13971153283e-07
28,1.25877635542e-07,430,6.48899501662e-12,9.63133443743e-11,1.25774833202e-07
29,1.38835749804e-07,440,8.39769368859e-12,1.3205481586e-10,1.38695297294e-07
30,1.53005583516e-07,450,1.10424600516e-11,1.83732559012e-10,1.52810808497e-07
31,1.6846179042e-07,460,1.42264474845e-11,2.50154361391e-10,1.68197409611e-07
32,1.85281930961e-07,470,1.81932307381e-11,3.37676499045e-10,1.84926061231e-07
33,2.00608674144e-07,480,2.27559192279e-11,4.45322090655e-10,2.00140596134e-07
34,2.15693426483e-07,490,2.76589702078e-11,5.70077935547e-10,2.15095689577e-07
35,2.3169811224e-07,500,3.35796930344e-11,7.28184960366e-10,2.30936347587e-07
36,2.48624878284e-07,510,4.03047804299e-11,9.18659222696e-10,2.4766591428e-07
