,combined_power_W_per_MHz,frequency_MHz,galactic_power_W_per_MHz,ground_power_W_per_MHz,system_power_W_per_MHz
37,1.81679888351e-07,520.0,4.74368146122e-09,1.1353484185e-07,6.34013650392e-08
38,1.71242663172e-07,530.0,4.25083667595e-09,1.06733920452e-07,6.0257906044e-08
39,1.61209870346e-07,540.0,3.80477229976e-09,1.00134712356e-07,5.72703856898e-08
40,1.51525693219e-07,550.0,3.39942687947e-09,9.36951801493e-08,5.44310861905e-08
41,1.42031161351e-07,560.0,3.02558782827e-09,8.72605254077e-08,5.17450481155e-08
42,1.34207103673e-07,570.0,2.72345268944e-09,8.21254914857e-08,4.93581594979e-08
43,1.26882720188e-07,580.0,2.4550865209e-09,7.73464846198e-08,4.70811490475e-08
44,1.19770315221e-07,590.0,2.20894935306e-09,7.26527525881e-08,4.490861328e-08
45,1.12890456344e-07,600.0,1.98329889376e-09,6.80510321935e-08,4.28561252568e-08
46,1.06672709645e-07,610.0,1.79011243261e-09,6.40331762119e-08,4.08494210005e-08
47,1.00563432013e-07,620.0,1.61102125262e-09,6.00360224739e-08,3.89163882863e-08
48,9.48081535958e-08,630.0,1.4506975301e-09,5.62847101325e-08,3.70727459333e-08
49,8.98582203574e-08,640.0,1.31838849588e-09,5.322133465e-08,3.53184972115e-08
50,8.55859552676e-08,650.0,1.20726630246e-09,5.06767265313e-08,3.37019624339e-08
51,8.15347200032e-08,660.0,1.10654746784e-09,4.82704149466e-08,3.21577575888e-08
52,7.74028205757e-08,670.0,1.00891791116e-09,4.57111783938e-08,3.06827242708e-08
53,7.3690384836e-08,680.0,9.24635157929e-10,4.34860585403e-08,2.92796911377e-08
54,7.01135638903e-08,690.0,8.46924539862e-10,4.13239585762e-08,2.79426807742e-08
55,6.66241710235e-08,700.0,7.74473838416e-10,3.9184359239e-08,2.66653379461e-08
56,6.3521429688e-08,710.0,7.11022908853e-10,3.72834491027e-08,2.55269576765e-08
57,6.06865425807e-08,720.0,6.54907202643e-10,3.55731747965e-08,2.44584605816e-08
58,5.79707903514e-08,730.0,6.02741490127e-10,3.38980041873e-08,2.3470044674e-08
59,5.526252685e-08,740.0,5.52998094393e-10,3.21856555678e-08,2.25238731879e-08
60,5.26318827955e-08,750.0,5.06771646989e-10,3.05103844437e-08,2.16147267049e-08
61,5.02404836591e-08,760.0,4.66412256753e-10,2.90340875346e-08,2.07399838678e-08
62,4.79207930397e-08,770.0,4.28890856786e-10,2.75930128022e-08,1.98988893807e-08
63,4.57583248613e-08,780.0,3.95285555985e-10,2.62720211845e-08,1.90910181208e-08
64,4.38357899188e-08,790.0,3.66502109755e-10,2.51541697273e-08,1.83151180818e-08
65,4.20741376733e-08,800.0,3.40879339056e-10,2.414962572e-08,1.75836326143e-08
66,4.03699648002e-08,810.0,3.16593564434e-10,2.31428902528e-08,1.6910480983e-08
67,3.8668016337e-08,820.0,2.9355258525e-10,2.21330337008e-08,1.62414300509e-08
68,3.71632108812e-08,830.0,2.73917913985e-10,2.12937789144e-08,1.55955140527e-08
69,3.56580679069e-08,840.0,2.54935134619e-10,2.04258850229e-08,1.49772477494e-08
70,3.41818556302e-08,850.0,2.36950300686e-10,1.95601727794e-08,1.43847325501e-08
71,3.28459186088e-08,860.0,2.2123243184e-10,1.88095063734e-08,1.38151798036e-08
72,3.15013033684e-08,870.0,2.05941746453e-10,1.80276287661e-08,1.32677328559e-08
73,3.02239704535e-08,880.0,1.91800959967e-10,1.72809012038e-08,1.27512682897e-08
74,2.90075091582e-08,890.0,1.78514949384e-10,1.65489570715e-08,1.22800371374e-08
75,2.78827898279e-08,900.0,1.66645562974e-10,1.58903107092e-08,1.18258335557e-08
76,2.68234587871e-08,910.0,1.55728293035e-10,1.52691181616e-08,1.13986123325e-08
77,2.56864217251e-08,920.0,1.44581174083e-10,1.45725017081e-08,1.09693388429e-08
78,2.45998025725e-08,930.0,1.34268418509e-10,1.390731056e-08,1.0558223594e-08
79,2.35967074298e-08,940.0,1.25075146211e-10,1.33094753285e-08,1.0162156955e-08
80,2.26128375501e-08,950.0,1.16348124142e-10,1.27158772385e-08,9.78061218748e-09
81,2.16289806561e-08,960.0,1.07827220149e-10,1.21001663457e-08,9.42098709023e-09
82,2.0746942074e-08,970.0,1.00332358779e-10,1.1557433693e-08,9.08917602217e-09
83,1.9913393025e-08,980.0,9.34858071611e-11,1.10511484797e-08,8.76875873808e-09
84,1.90678083732e-08,990.0,8.67521393913e-11,1.05213024686e-08,8.45975376519e-09
85,1.82300745961e-08,1000.0,8.02865819592e-11,9.98730646369e-09,8.16248155049e-09
86,1.74767124826e-08,1010.0,7.46561757984e-11,9.52309173399e-09,7.87896457281e-09
87,1.67560903922e-08,1020.0,6.94336126012e-11,9.07991287809e-09,7.60674390149e-09
88,1.60003110084e-08,1030.0,6.41082974024e-11,8.59252506478e-09,7.34367764623e-09
89,1.53063560664e-08,1040.0,5.93366727774e-11,8.14932009379e-09,7.09769929988e-09
90,1.47122691415e-08,1050.0,5.53366479494e-11,7.78577049262e-09,6.8711620009e-09
91,1.41271239361e-08,1060.0,5.15176914107e-11,7.42397595729e-09,6.65163028741e-09
92,1.3501761985e-08,1070.0,4.75415331793e-11,7.0153196906e-09,6.43890076119e-09
93,1.29397568142e-08,1080.0,4.41137681148e-11,6.6641853859e-09,6.23145766017e-09
94,1.24374883924e-08,1090.0,4.11780695002e-11,6.36713108722e-09,6.02917923571e-09
95,1.19255558964e-08,1100.0,3.82604889985e-11,6.05398292228e-09,5.83331248511e-09
96,1.14010979319e-08,1110.0,3.53460880236e-11,5.7220879319e-09,5.64366391201e-09
97,1.09959121807e-08,1120.0,3.30421797169e-11,5.47161594337e-09,5.4912540576e-09
98,1.06375014275e-08,1130.0,3.10748384694e-11,5.26262423881e-09,5.34380235018e-09
99,1.02582183122e-08,1140.0,2.90419792115e-11,5.02898809957e-09,5.20018823342e-09
100,9.86128594344e-09,1150.0,2.69681480914e-11,4.77399852581e-09,5.06031926954e-09
101,9.51148057678e-09,1160.0,2.52183726221e-11,4.56291383329e-09,4.92334837087e-09
102,9.18077801402e-09,1170.0,2.3623546642e-11,4.36800447277e-09,4.7891499946e-09
103,8.83303688283e-09,1180.0,2.19806918291e-11,4.15252434756e-09,4.65853184344e-09
104,8.47929833397e-09,1190.0,2.03514716579e-11,3.92754292014e-09,4.53140394217e-09
105,8.18033915493e-09,1200.0,1.90174932311e-11,3.74848197458e-09,4.41283968712e-09
