,combined_power_W_per_MHz,frequency_MHz,galactic_power_W_per_MHz,ground_power_W_per_MHz,system_power_W_per_MHz
30,1.50609770552e-07,470,2.96938673065e-09,5.51134721454e-08,9.25269116757e-08
31,1.29374500705e-07,480,2.40696324673e-09,4.71030809359e-08,7.98644565222e-08
32,1.11364234261e-07,490,1.99691807063e-09,4.1158398979e-08,6.82089172113e-08
33,1.03469382558e-07,500,1.74975542697e-09,3.79439319154e-08,6.3775695216e-08
34,9.38281311809e-08,510,1.54539717056e-09,3.52239448601e-08,5.70587891502e-08
35,7.99409614961e-08,520,1.25342882768e-09,2.99994518783e-08,4.86880807901e-08
36,6.91459381137e-08,530,1.03485725818e-09,2.59841486967e-08,4.21269321588e-08
37,6.16704049779e-08,540,8.78934623419e-10,2.31319665836e-08,3.76595037709e-08
38,5.79311133144e-08,550,7.6958301895e-10,2.12112871249e-08,3.59502431706e-08
39,5.30521562114e-08,560,6.71363237025e-10,1.93626865678e-08,3.30181064066e-08
40,4.55441656409e-08,570,5.60726329956e-10,1.69086562859e-08,2.80747830251e-08
41,4.29016127878e-08,580,4.87278813009e-10,1.53515173071e-08,2.70628166677e-08
42,3.79275915417e-08,590,4.16270943527e-10,1.36912282881e-08,2.382009231e-08
43,3.47536554227e-08,600,3.63461254189e-10,1.24710973156e-08,2.19190968529e-08
44,3.35098151491e-08,610,3.35760708271e-10,1.20103208078e-08,2.11637336331e-08
45,3.12271871986e-08,620,2.97666832055e-10,1.10927975593e-08,1.98367228073e-08
46,2.64961800278e-08,630,2.44166264912e-10,9.47325487193e-09,1.6778758891e-08
47,2.27252303831e-08,640,2.00531311779e-10,8.0951434917e-09,1.44295555797e-08
48,2.05344748314e-08,650,1.75079661707e-10,7.34921874276e-09,1.3010176427e-08
49,1.90942052384e-08,660,1.60360341564e-10,6.99532596045e-09,1.19385189363e-08
50,1.80796940643e-08,670,1.48005229187e-10,6.70569266311e-09,1.1225996172e-08
51,1.67478848636e-08,680,1.33686001634e-10,6.28732018593e-09,1.0326878676e-08
52,1.51043317432e-08,690,1.15732291466e-10,5.64692153005e-09,9.34167792168e-09
53,1.36442790582e-08,700,1.01323665151e-10,5.12645191838e-09,8.41650347472e-09
54,1.18085924458e-08,710,8.63141576525e-11,4.52599974432e-09,7.1962785438e-09
55,9.59428149035e-09,720,6.7775079018e-11,3.68139901809e-09,5.84510739324e-09
56,8.50176768765e-09,730,5.89156567339e-11,3.3133992124e-09,5.12945281852e-09
57,8.18547704768e-09,740,5.37641381515e-11,3.12918624853e-09,5.00252666099e-09
58,8.14503772727e-09,750,5.21015664193e-11,3.13679510489e-09,4.95614105596e-09
59,7.71183997578e-09,760,4.82922949183e-11,3.00618754675e-09,4.65736013411e-09
60,6.89158868598e-09,770,4.13546257989e-11,2.66058066066e-09,4.18965339952e-09
61,5.8126991648e-09,780,3.41631313442e-11,2.27059779143e-09,3.50793824202e-09
62,4.92335413713e-09,790,2.8680889904e-11,1.96845789798e-09,2.92621534924e-09
63,4.30236124766e-09,800,2.2534248866e-11,1.59644077433e-09,2.68338622447e-09
64,4.31538802704e-09,810,2.18918585054e-11,1.60028798982e-09,2.69320817871e-09
65,4.10606154962e-09,820,2.06273377703e-11,1.55524285926e-09,2.53019135259e-09
66,3.70293182487e-09,830,1.78351073444e-11,1.38646219659e-09,2.29863452094e-09
67,3.24930091602e-09,840,1.54377145468e-11,1.23689887948e-09,1.996964322e-09
68,2.89307289678e-09,850,1.34867901016e-11,1.11333028008e-09,1.7662558266e-09
69,2.86841151618e-09,860,1.26823036974e-11,1.07826809226e-09,1.77746112022e-09
70,2.94559919073e-09,870,1.27230656526e-11,1.11374555331e-09,1.81913057177e-09
71,2.78133081046e-09,880,1.16750530143e-11,1.05190004119e-09,1.71775571626e-09
72,2.41562759378e-09,890,9.79763227139e-12,9.0827460905e-10,1.49755535246e-09
73,1.93168990918e-09,900,7.65382905885e-12,7.29822742891e-10,1.19421333723e-09
74,1.63348828375e-09,910,6.24161101576e-12,6.11988317995e-10,1.01525835474e-09
75,1.52877130489e-09,920,5.72645889951e-12,5.77176334498e-10,9.45868511493e-10
76,1.58303052531e-09,930,5.83705115058e-12,6.04592531934e-10,9.72600942222e-10
77,1.64967443889e-09,940,5.94615011919e-12,6.32740721946e-10,1.01098756682e-09
78,1.50634787646e-09,950,5.36870400456e-12,5.86754462569e-10,9.14224709889e-10
79,1.244804132e-09,960,4.3402068796e-12,4.87049792673e-10,7.5341413245e-10
80,1.03958350007e-09,970,3.55603346635e-12,4.09624786039e-10,6.2640268056e-10
81,9.4442219535e-10,980,3.13049701612e-12,3.70062455371e-10,5.71229242962e-10
82,9.38687317153e-10,990,3.0110389e-12,3.65178902031e-10,5.70497376222e-10
83,9.6271569953e-10,1000,3.04877003905e-12,3.79253917333e-10,5.80413012158e-10
84,9.2553003686e-10,1010,2.83526048266e-12,3.61663926358e-10,5.61030850019e-10
85,7.92760169818e-10,1020,2.38255268707e-12,3.11569137995e-10,4.78808479135e-10
86,6.62100954976e-10,1030,1.92988984329e-12,2.58665843933e-10,4.015052212e-10
87,5.9591124601e-10,1040,1.68100779718e-12,2.30870218672e-10,3.63360019542e-10
88,5.91605987147e-10,1050,1.61936457751e-12,2.27841790415e-10,3.62144832154e-10
89,6.34243714631e-10,1060,1.67792842033e-12,2.41798495031e-10,3.9076729118e-10
90,6.37686098098e-10,1070,1.62171849444e-12,2.39303887061e-10,3.96760492542e-10
91,5.68334939015e-10,1080,1.41901431363e-12,2.14367868704e-10,3.52548055997e-10
92,4.9579584385e-10,1090,1.21395301699e-12,1.87706662471e-10,3.06875228361e-10
93,4.71428624563e-10,1100,1.10004306922e-12,1.74060555136e-10,2.96268026357e-10
94,4.54541594729e-10,1110,1.03210481398e-12,1.67084812797e-10,2.86424677118e-10
95,4.51838808697e-10,1120,9.87866449949e-13,1.63585630965e-10,2.87265311282e-10
96,4.32817612215e-10,1130,9.39299608892e-13,1.59073421866e-10,2.7280489074e-10
97,3.95800777954e-10,1140,8.28299094332e-13,1.43430523724e-10,2.51541955136e-10
98,3.61248211645e-10,1150,7.51584500391e-13,1.33048190211e-10,2.27448436934e-10
99,3.32539162362e-10,1160,6.58277104751e-13,1.19106087947e-10,2.1277479731e-10
100,3.70366295128e-10,1170,6.86107601992e-13,1.26861606334e-10,2.42818581192e-10
101,3.70303691607e-10,1180,6.80211434341e-13,1.28503441318e-10,2.41120038855e-10
102,3.3367640444e-10,1190,5.93135378567e-13,1.14466643785e-10,2.18616625276e-10
103,2.89819042734e-10,1200,5.02042387215e-13,9.89560935337e-11,1.90360906813e-10
104,2.60525438745e-10,1210,4.4480010065e-13,8.95298988702e-11,1.70550739774e-10
105,2.48517438515e-10,1220,4.1223225631e-13,8.47171857923e-11,1.63388020466e-10
106,2.58675328652e-10,1230,4.21958165203e-13,8.85221114918e-11,1.69731258995e-10
107,2.6775710465e-10,1240,4.20658578275e-13,9.0072582372e-11,1.772638637e-10
108,2.59453129232e-10,1250,3.98422492209e-13,8.70594744131e-11,1.71995232327e-10
109,2.23760907473e-10,1260,3.27566244123e-13,7.30315684379e-11,1.50401772791e-10
110,1.94024511015e-10,1270,2.77991657958e-13,6.32286067966e-11,1.3051791256e-10
111,1.75100937188e-10,1280,2.36781540547e-13,5.49328586624e-11,1.19931296986e-10
112,1.72270737867e-10,1290,2.2287384462e-13,5.27325984968e-11,1.19315265525e-10
113,1.68305272437e-10,1300,2.07710481865e-13,5.01127712228e-11,1.17984790733e-10
114,1.61018246128e-10,1310,1.92320455403e-13,4.730648266e-11,1.13519443012e-10
115,1.38086536646e-10,1320,1.45575143631e-13,3.65025998196e-11,1.01438361682e-10
116,1.21242943948e-10,1330,1.22270612201e-13,3.12490791466e-11,8.98715941891e-11
117,1.12426642072e-10,1340,1.16345003525e-13,3.03025765909e-11,8.20077204775e-11
118,1.06202227265e-10,1350,9.99058598443e-14,2.65141982562e-11,7.95881231494e-11
119,1.03390248276e-10,1360,8.82413533717e-14,2.38591707867e-11,7.94428361363e-11
120,9.80782220289e-11,1370,7.30818243024e-14,2.01293162384e-11,7.78758239662e-11
121,8.75463138114e-11,1380,6.10242329652e-14,1.71198556164e-11,7.0365433962e-11
122,7.74516294681e-11,1390,4.98902385299e-14,1.42539090144e-11,6.31478302152e-11
123,6.9332764025e-11,1400,4.11002692191e-14,1.19571322483e-11,5.73345315074e-11
124,6.55462074274e-11,1410,3.57585963329e-14,1.0591828202e-11,5.4918620629e-11
125,5.98645794684e-11,1420,3.38784430136e-14,1.02156717621e-11,4.96150292632e-11
126,5.44473087244e-11,1430,3.20438505419e-14,9.83528391218e-12,4.45799809617e-11
127,5.07914128516e-11,1440,2.71302820256e-14,8.4750384527e-12,4.22892441169e-11
128,4.83314099757e-11,1450,2.41048184837e-14,7.66273114842e-12,4.06445740088e-11
129,4.62873834444e-11,1460,2.29548943072e-14,7.42497998039e-12,3.88394485697e-11
130,4.51800126387e-11,1470,2.13157278383e-14,7.01469907705e-12,3.81439978338e-11
