,combined_power_W_per_MHz,frequency_MHz,galactic_power_W_per_MHz,ground_power_W_per_MHz,system_power_W_per_MHz
0,1.7242156294e-08,170,3.57648758636e-13,5.2247705855e-13,1.72412761682e-08
1,1.06065627571e-07,180,1.57109307988e-11,2.64490166543e-11,1.06023467624e-07
2,1.35306878674e-06,190,1.68157764943e-09,3.2378298885e-09,1.34814937921e-06
3,1.02289918627e-05,200,8.0707220437e-08,1.76539160878e-07,9.9717454814e-06
4,1.65538065657e-06,210,4.99059555071e-08,1.23258478919e-07,1.48221622214e-06
5,1.34870182301e-06,220,7.2933204088e-08,2.02261377325e-07,1.0735072416e-06
6,1.51292088562e-06,230,9.07678895771e-08,2.81217207822e-07,1.14093578822e-06
7,1.35857991025e-06,240,8.1853644966e-08,2.820025681e-07,9.9472369718e-07
8,1.18587075112e-06,250,7.19675812594e-08,2.74538374042e-07,8.39364795817e-07
9,1.03357339957e-06,260,6.15822867042e-08,2.59096926758e-07,7.12894186109e-07
10,9.43765684831e-07,270,5.64164080134e-08,2.60836756631e-07,6.26512520187e-07
11,8.74418032542e-07,280,4.9784513723e-08,2.52083739198e-07,5.7254977962e-07
12,8.53214257681e-07,290,4.63033756661e-08,2.55966168939e-07,5.50944713076e-07
13,8.18412374243e-07,300,4.33082721065e-08,2.60605686074e-07,5.14498416062e-07
14,8.36125141305e-07,310,4.12840622719e-08,2.69677700982e-07,5.25163378051e-07
15,8.52970701379e-07,320,4.00297635653e-08,2.83123943058e-07,5.29816994755e-07
16,8.08029929695e-07,330,3.5714077102e-08,2.72843375245e-07,4.99472477347e-07
17,7.32059758943e-07,340,3.10225516048e-08,2.55413230799e-07,4.45623976539e-07
18,6.32561325547e-07,350,2.4772545425e-08,2.19329265415e-07,3.88459514707e-07
19,5.65415298581e-07,360,2.11153525116e-08,2.00633984453e-07,3.43665961617e-07
20,5.25371392924e-07,370,1.83771590237e-08,1.8703918727e-07,3.1995504663e-07
21,4.9655661567e-07,380,1.62376697095e-08,1.76700513258e-07,3.03618432702e-07
22,4.47733722894e-07,390,1.37980046917e-08,1.60266452714e-07,2.73669265488e-07
23,3.70318648255e-07,400,1.04988265956e-08,1.29947874453e-07,2.29871947206e-07
24,3.13879851568e-07,410,8.50547499916e-09,1.12009193443e-07,1.93365183125e-07
25,2.83268897447e-07,420,7.17177728888e-09,1.00337997121e-07,1.75759123037e-07
26,2.71680244086e-07,430,6.4727012573e-09,9.60715031572e-08,1.69136039672e-07
27,2.45591709098e-07,440,5.49900283631e-09,8.64725285169e-08,1.53620177745e-07
28,2.15339492105e-07,450,4.65118243115e-09,7.7389788735e-08,1.33298520939e-07
29,1.81539292737e-07,460,3.69481722277e-09,6.49687593355e-08,1.12875716179e-07
