,combined_power_W_per_MHz,frequency_MHz,galactic_power_W_per_MHz,ground_power_W_per_MHz,system_power_W_per_MHz
24,5.20461381488e-07,440,8.98449404407e-09,1.41282327099e-07,3.70194560345e-07
25,5.232845261e-07,450,8.85809983827e-09,1.47387569768e-07,3.67038856494e-07
26,5.26040954417e-07,460,8.72530902524e-09,1.53423692705e-07,3.63891952686e-07
27,5.28606105875e-07,470,8.58116046421e-09,1.59271119298e-07,3.60753826113e-07
28,5.31428660623e-07,480,8.44960541482e-09,1.65354601185e-07,3.57624454023e-07
29,5.34222183714e-07,490,8.31607517208e-09,1.71402294819e-07,3.54503813723e-07
30,5.37176472492e-07,500,8.18965473387e-09,1.7759493518e-07,3.51391882578e-07
31,5.40444545851e-07,510,8.07621730171e-09,1.84079690537e-07,3.48288638012e-07
32,5.43676926831e-07,520,7.96035900027e-09,1.90522510324e-07,3.45194057507e-07
33,5.46527545628e-07,530,7.82948595974e-09,1.96589941066e-07,3.42108118602e-07
34,5.49567500113e-07,540,7.70683260101e-09,2.02829868618e-07,3.39030798894e-07
35,5.52831170655e-07,550,7.59291017416e-09,2.09276184442e-07,3.35962076038e-07
36,5.55605475147e-07,560,7.46304296618e-09,2.15240504435e-07,3.32901927746e-07
37,5.57973280344e-07,570,7.32221318499e-09,2.20800735372e-07,3.29850331787e-07
38,5.60702021023e-07,580,7.19574630158e-09,2.26699008734e-07,3.26807265988e-07
39,5.63423452148e-07,590,7.07139087155e-09,2.32579353045e-07,3.23772708232e-07
40,5.65954691017e-07,600,6.9440352438e-09,2.38264019315e-07,3.20746636459e-07
41,5.68281701382e-07,610,6.79900490141e-09,2.4320365078e-07,3.18279045701e-07
42,5.71079639535e-07,620,6.65588061283e-09,2.48036825961e-07,3.16386932961e-07
43,5.73663118815e-07,630,6.51145281371e-09,2.5263380309e-07,3.14517862911e-07
44,5.76511344907e-07,640,6.37760534375e-09,2.57454209685e-07,3.12679529877e-07
45,5.79317613112e-07,650,6.24684009148e-09,2.62220030789e-07,3.10850742232e-07
46,5.82597672518e-07,660,6.13067293234e-09,2.67435546097e-07,3.09031453488e-07
47,5.85491912736e-07,670,6.00923172974e-09,2.72261063629e-07,3.07221617378e-07
48,5.88043208649e-07,680,5.8842192066e-09,2.76737801595e-07,3.05421187848e-07
49,5.90727632595e-07,690,5.76582493839e-09,2.81331688595e-07,3.03630119062e-07
50,5.93408389735e-07,700,5.65095609121e-09,2.85909068245e-07,3.01848365399e-07
51,5.95804774946e-07,710,5.53422661125e-09,2.90194666886e-07,3.00075881448e-07
52,5.97901544645e-07,720,5.41576954769e-09,2.94173153082e-07,2.98312622015e-07
53,6.00133921178e-07,730,5.3035803357e-09,2.98271798726e-07,2.96558542116e-07
54,6.01912823224e-07,740,5.18730210038e-09,3.01911924148e-07,2.94813596976e-07
55,6.03098858257e-07,750,5.06525843994e-09,3.04955857786e-07,2.93077742031e-07
56,6.04169207228e-07,760,4.94575611609e-09,3.07872518186e-07,2.91350932926e-07
57,6.05191906303e-07,770,4.82980305355e-09,3.10728977734e-07,2.89633125515e-07
58,6.0600848548e-07,780,4.7149153409e-09,3.13369294283e-07,2.87924275856e-07
59,6.06680744505e-07,790,4.60207117613e-09,3.15854333113e-07,2.86224340215e-07
60,6.06768105145e-07,800,4.48513395843e-09,3.17749696125e-07,2.84533275062e-07
61,6.06340072544e-07,810,4.36676415947e-09,3.19209090315e-07,2.8276421807e-07
62,6.06174220704e-07,820,4.25629939662e-09,3.20912922317e-07,2.81004998991e-07
63,6.06106185052e-07,830,4.15112658363e-09,3.22699492092e-07,2.79255566377e-07
64,6.05527071876e-07,840,4.04343635867e-09,3.23967766479e-07,2.77515869038e-07
65,6.04744327383e-07,850,3.93727959268e-09,3.25021191747e-07,2.75785856043e-07
66,6.04363932736e-07,860,3.83972116933e-09,3.26458734852e-07,2.74065476715e-07
67,6.03967111155e-07,870,3.74544541564e-09,3.27866985105e-07,2.72354680634e-07
68,6.03190831186e-07,880,3.65032234547e-09,3.28887091208e-07,2.70653417632e-07
69,6.02263651013e-07,890,3.55698649174e-09,3.29745026726e-07,2.68961637795e-07
70,6.01156816032e-07,900,3.46511549907e-09,3.30412409073e-07,2.67279291461e-07
71,5.99813112537e-07,910,3.37413095427e-09,3.30832652368e-07,2.65606329214e-07
72,5.98290016723e-07,920,3.28464055796e-09,3.31062674273e-07,2.63942701893e-07
73,5.96918640058e-07,930,3.19919962599e-09,3.31368040495e-07,2.62351399937e-07
74,5.95586990478e-07,940,3.11709032072e-09,3.3169528861e-07,2.60774611547e-07
75,5.93830673463e-07,950,3.03399482927e-09,3.31590269081e-07,2.59206409553e-07
76,5.91541005395e-07,960,2.94912421225e-09,3.30945131416e-07,2.57646749766e-07
77,5.89590582221e-07,970,2.87021880872e-09,3.30624775198e-07,2.56095588214e-07
78,5.88458174023e-07,980,2.80093585995e-09,3.31104357019e-07,2.54552881144e-07
79,5.86964991967e-07,990,2.73099699381e-09,3.31215409954e-07,2.53018585019e-07
80,5.85667952776e-07,1000,2.66496591488e-09,3.3151033034e-07,2.51492656521e-07
