,combined_power_W_per_MHz,frequency_MHz,galactic_power_W_per_MHz,ground_power_W_per_MHz,system_power_W_per_MHz
79,1.12496702245e-09,960,4.06359512853e-12,4.56008946061e-10,6.64894481264e-10
80,9.55109969938e-10,970,3.38505585799e-12,3.89929620934e-10,5.61795293147e-10
81,8.32247402108e-10,980,2.87219084894e-12,3.39527555012e-10,4.89847656247e-10
82,8.16551217599e-10,990,2.75496677908e-12,3.34122466341e-10,4.79673784479e-10
83,8.71609849426e-10,1000,2.86631995947e-12,3.56557909924e-10,5.12185619543e-10
84,9.00690813006e-10,1010,2.92545191976e-12,3.73168685609e-10,5.24596675477e-10
85,8.04828583192e-10,1020,2.47994765008e-12,3.24305588624e-10,4.78043046918e-10
86,6.45110131839e-10,1030,1.96758054863e-12,2.63717582062e-10,3.79424969229e-10
87,5.71154540225e-10,1040,1.64728873258e-12,2.26239230147e-10,3.43268021345e-10
88,5.66301699499e-10,1050,1.57595798544e-12,2.21734558116e-10,3.42991183397e-10
89,5.93561703301e-10,1060,1.63144872964e-12,2.3510052203e-10,3.56829732542e-10
90,6.00451366176e-10,1070,1.55158463251e-12,2.28954800069e-10,3.69944981474e-10
91,5.43187418418e-10,1080,1.34272407607e-12,2.02842843571e-10,3.39001850771e-10
92,4.65774785045e-10,1090,1.13397081897e-12,1.75339469311e-10,2.89301344915e-10
93,4.2641724475e-10,1100,1.00371332354e-12,1.5881823465e-10,2.66595296777e-10
94,4.09552870921e-10,1110,9.33090577141e-13,1.51055650834e-10,2.5756412951e-10
95,3.99856992355e-10,1120,8.84908233835e-13,1.4653627703e-10,2.52435807091e-10
96,3.78023232295e-10,1130,8.12089960437e-13,1.37530057126e-10,2.39681085208e-10
97,3.36369463844e-10,1140,7.2241571784e-13,1.25095470302e-10,2.10551577824e-10
98,2.99260454863e-10,1150,6.32379547165e-13,1.11946100848e-10,1.86681974468e-10
99,2.80117308367e-10,1160,5.72807572037e-13,1.03641564562e-10,1.75902936233e-10
100,2.70883640273e-10,1170,5.2431493815e-13,9.69460695165e-11,1.73413255818e-10
101,2.93420997764e-10,1180,5.33634535332e-13,1.00812586696e-10,1.92074776532e-10
102,2.72556967851e-10,1190,4.65965571072e-13,8.99246899907e-11,1.82166312289e-10
103,2.51389693522e-10,1200,4.17580669243e-13,8.23080935312e-11,1.68664019321e-10
104,2.25222304346e-10,1210,3.64053220141e-13,7.32770697105e-11,1.51581181415e-10
105,2.09752325366e-10,1220,3.31850114179e-13,6.81979814724e-11,1.41222493779e-10
106,2.20417491546e-10,1230,3.36100683162e-13,7.05101704408e-11,1.49571220422e-10
107,2.38560707262e-10,1240,3.52151667899e-13,7.54036925728e-11,1.62804863021e-10
108,2.44967915376e-10,1250,3.57226647419e-13,7.80577522073e-11,1.66552936521e-10
109,2.19374337704e-10,1260,3.04578428186e-13,6.79063875532e-11,1.51163371723e-10
110,1.87812973936e-10,1270,2.54818974562e-13,5.79580296231e-11,1.29600125338e-10
111,1.71087060189e-10,1280,2.21690887413e-13,5.1431856372e-11,1.19433512929e-10
112,1.62781905231e-10,1290,2.00844112204e-13,4.75202998692e-11,1.15060761249e-10
113,1.61994688473e-10,1300,1.93311821597e-13,4.66389129877e-11,1.15162463664e-10
114,1.56463018397e-10,1310,1.79980510245e-13,4.42711352216e-11,1.12011902665e-10
115,1.33320958441e-10,1320,1.34118049033e-13,3.36297622678e-11,9.95570781239e-11
116,1.08609566001e-10,1330,1.06346227069e-13,2.71792347057e-11,8.13239850678e-11
117,9.51363336187e-11,1340,9.7307818654e-14,2.5344256636e-11,6.9694769164e-11
118,8.39273751941e-11,1350,7.93945994354e-14,2.10706774676e-11,6.2777303127e-11
119,8.53948313628e-11,1360,7.0708587275e-14,1.9118567377e-11,6.62055553985e-11
120,9.38021719434e-11,1370,6.75164159174e-14,1.85964061551e-11,7.51382493724e-11
121,1.00400961256e-10,1380,6.66963902055e-14,1.87111335116e-11,8.16231313542e-11
122,9.39813083181e-11,1390,5.78116787017e-14,1.65171070026e-11,7.74063896369e-11
123,7.50669982356e-11,1400,4.10435263044e-14,1.19406242656e-11,6.30853304437e-11
124,5.69546595873e-11,1410,2.7288550188e-14,8.08296927494e-12,4.88444017622e-11
125,5.12254126026e-11,1420,2.45993393008e-14,7.41766012568e-12,4.37831531376e-11
126,4.77054595494e-11,1430,2.28636044189e-14,7.01757238638e-12,4.06650235586e-11
127,4.32271791397e-11,1440,1.91802519788e-14,5.99158434475e-12,3.72164145429e-11
128,4.01353697929e-11,1450,1.69006678053e-14,5.37258862614e-12,3.47458804989e-11
129,3.71186607158e-11,1460,1.59321834146e-14,5.15341701488e-12,3.19493115175e-11
130,3.72484312667e-11,1470,1.65462722733e-14,5.44513993258e-12,3.17867450619e-11
