,combined_power_W_per_MHz,frequency_MHz,galactic_power_W_per_MHz,ground_power_W_per_MHz,system_power_W_per_MHz
37,8.28096844199e-08,540,0.0,5.08722714793e-08,3.19374129407e-08
38,7.14794380559e-08,550,0.0,4.43078961968e-08,2.71715418591e-08
39,5.51291288212e-08,560,0.0,3.49688322402e-08,2.0160296581e-08
40,8.70123963812e-08,570,0.0,5.49896720456e-08,3.20227243356e-08
41,8.70925746777e-08,580,0.0,5.55496247574e-08,3.15429499204e-08
42,5.50656955882e-08,590,0.0,3.31498165663e-08,2.19158790219e-08
43,4.56017101246e-08,600,0.0,2.71694676824e-08,1.84322424423e-08
44,4.26659214619e-08,610,0.0,2.55553085898e-08,1.71106128721e-08
45,3.99099450282e-08,620,0.0,2.36527221203e-08,1.62572229079e-08
46,3.49607812959e-08,630,0.0,2.08488031859e-08,1.411197811e-08
47,3.08518442039e-08,640,0.0,1.83181296962e-08,1.25337145077e-08
48,2.67350579371e-08,650,0.0,1.59544240015e-08,1.07806339356e-08
49,2.37181673811e-08,660,0.0,1.40049360346e-08,9.7132313465e-09
50,2.24792144042e-08,670,0.0,1.35357127574e-08,8.94350164682e-09
51,2.09933201856e-08,680,0.0,1.25800141496e-08,8.41330603598e-09
52,1.93990798015e-08,690,0.0,1.158993845e-08,7.80914135145e-09
53,1.80003574586e-08,700,0.0,1.08913353295e-08,7.10902212907e-09
54,1.5760904212e-08,710,0.0,9.53852296366e-09,6.22238124836e-09
55,1.23731742643e-08,720,0.0,7.53149391575e-09,4.84168034851e-09
56,1.08288198702e-08,730,0.0,6.56267850795e-09,4.26614136222e-09
57,1.0011084557e-08,740,0.0,6.05732853771e-09,3.95375601933e-09
58,1.01831262833e-08,750,0.0,6.17278470108e-09,4.01034158227e-09
59,9.64453136035e-09,760,0.0,5.8007096747e-09,3.84382168565e-09
60,8.53455987525e-09,770,0.0,5.12957199439e-09,3.40498788087e-09
61,7.11346386283e-09,780,0.0,4.2587400273e-09,2.85472383553e-09
62,5.95910625944e-09,790,0.0,3.57833609796e-09,2.38077016148e-09
63,5.38990523594e-09,800,0.0,3.24101566089e-09,2.14888957505e-09
64,5.21172065308e-09,810,0.0,3.11660045395e-09,2.09512019913e-09
65,4.87170665264e-09,820,0.0,2.90189122736e-09,1.96981542529e-09
66,4.41958132296e-09,830,0.0,2.68213806423e-09,1.73744325874e-09
67,4.14363153493e-09,840,0.0,2.52395222236e-09,1.61967931257e-09
68,3.45844703981e-09,850,0.0,2.04965671445e-09,1.40879032536e-09
69,3.3487376857e-09,860,0.0,1.98189722505e-09,1.36684046064e-09
70,3.69897273016e-09,870,0.0,2.2002961031e-09,1.49867662706e-09
71,3.39219749877e-09,880,0.0,1.93500071392e-09,1.45719678484e-09
72,2.82801122924e-09,890,0.0,1.6005937974e-09,1.22741743183e-09
73,2.24017078743e-09,900,0.0,1.28849022922e-09,9.51680558216e-10
74,1.83899746082e-09,910,0.0,1.04395343974e-09,7.9504402108e-10
75,1.68842249471e-09,920,0.0,9.44237250679e-10,7.4418524403e-10
76,1.70365294995e-09,930,0.0,9.7203326936e-10,7.31619680586e-10
77,1.82465654639e-09,940,0.0,1.04587824531e-09,7.78778301081e-10
78,1.81794663096e-09,950,0.0,1.04443430878e-09,7.73512322178e-10
79,1.59360663616e-09,960,0.0,9.28712154894e-10,6.64894481264e-10
80,1.35700400553e-09,970,0.0,7.95208712386e-10,5.61795293147e-10
81,1.18244549115e-09,980,0.0,6.92597834904e-10,4.89847656247e-10
82,1.16434351753e-09,990,0.0,6.84669733047e-10,4.79673784479e-10
83,1.24819123793e-09,1000,0.0,7.36005618387e-10,5.12185619543e-10
84,1.2974216168e-09,1010,0.0,7.72824941326e-10,5.24596675477e-10
85,1.1520760002e-09,1020,0.0,6.74032953281e-10,4.78043046918e-10
86,9.33643610886e-10,1030,0.0,5.54218641658e-10,3.79424969229e-10
87,8.23533233259e-10,1040,0.0,4.80265211914e-10,3.43268021345e-10
88,8.15795169786e-10,1050,0.0,4.72803986389e-10,3.42991183397e-10
89,8.61352918549e-10,1060,0.0,5.04523186007e-10,3.56829732542e-10
90,8.68922673145e-10,1070,0.0,4.9897769167e-10,3.69944981474e-10
91,7.85563198228e-10,1080,0.0,4.46561347457e-10,3.39001850771e-10
92,6.76988247782e-10,1090,0.0,3.87686902867e-10,2.89301344915e-10
93,6.20985028232e-10,1100,0.0,3.54389731455e-10,2.66595296777e-10
94,5.99765015464e-10,1110,0.0,3.42200885954e-10,2.5756412951e-10
95,5.87463826245e-10,1120,0.0,3.35028019154e-10,2.52435807091e-10
96,5.55240490993e-10,1130,0.0,3.15559405785e-10,2.39681085208e-10
97,5.00473549547e-10,1140,0.0,2.89921971723e-10,2.10551577824e-10
98,4.50485824566e-10,1150,0.0,2.63803850099e-10,1.86681974468e-10
99,4.22552941793e-10,1160,0.0,2.46650005561e-10,1.75902936233e-10
100,4.06051509749e-10,1170,0.0,2.32638253931e-10,1.73413255818e-10
101,4.37704618938e-10,1180,0.0,2.45629842405e-10,1.92074776532e-10
102,4.05771116159e-10,1190,0.0,2.2360480387e-10,1.82166312289e-10
103,3.75907620199e-10,1200,0.0,2.07243600878e-10,1.68664019321e-10
104,3.37738935011e-10,1210,0.0,1.86157753596e-10,1.51581181415e-10
105,3.16724113753e-10,1220,0.0,1.75501619973e-10,1.41222493779e-10
106,3.32415395561e-10,1230,0.0,1.82844175139e-10,1.49571220422e-10
107,3.60812130083e-10,1240,0.0,1.98007267062e-10,1.62804863021e-10
108,3.73319890343e-10,1250,0.0,2.06766953822e-10,1.66552936521e-10
109,3.33335163363e-10,1260,0.0,1.82171791641e-10,1.51163371723e-10
110,2.85944093144e-10,1270,0.0,1.56343967806e-10,1.29600125338e-10
111,2.60064533858e-10,1280,0.0,1.40631020929e-10,1.19433512929e-10
112,2.48131059293e-10,1290,0.0,1.33070298043e-10,1.15060761249e-10
113,2.47560373693e-10,1300,0.0,1.32397910029e-10,1.15162463664e-10
114,2.41813826578e-10,1310,0.0,1.29801923913e-10,1.12011902665e-10
115,2.13393471982e-10,1320,0.0,1.13836393858e-10,9.95570781239e-11
116,1.7737039353e-10,1330,0.0,9.60464084618e-11,8.13239850678e-11
117,1.50619475035e-10,1340,0.0,8.09247058708e-11,6.9694769164e-11
118,1.36107209348e-10,1350,0.0,7.33299062205e-11,6.2777303127e-11
119,1.41312678929e-10,1360,0.0,7.51071235302e-11,6.62055553985e-11
120,1.59177298445e-10,1370,0.0,8.40390490729e-11,7.51382493724e-11
121,1.73093647475e-10,1380,0.0,9.14705161204e-11,8.16231313542e-11
122,1.61950066095e-10,1390,0.0,8.45436764577e-11,7.74063896369e-11
123,1.29533210463e-10,1400,0.0,6.64478800194e-11,6.30853304437e-11
124,9.56051153e-11,1410,0.0,4.67607135378e-11,4.88444017622e-11
125,8.41552335488e-11,1420,0.0,4.03720804112e-11,4.37831531376e-11
126,7.64154420177e-11,1430,0.0,3.57504184591e-11,4.06650235586e-11
127,6.94034612031e-11,1440,0.0,3.21870466602e-11,3.72164145429e-11
128,6.36181637419e-11,1450,0.0,2.88722832429e-11,3.47458804989e-11
129,5.74223721649e-11,1460,0.0,2.54730606474e-11,3.19493115175e-11
130,5.67258653295e-11,1470,0.0,2.49391202676e-11,3.17867450619e-11
