,combined_power_W_per_MHz,frequency_MHz,galactic_power_W_per_MHz,ground_power_W_per_MHz,system_power_W_per_MHz
0,inf,10.0,inf,,inf
1,1.00719743071e-09,20.0,1.41890783939e-10,0.0,8.65306646775e-10
2,4.90047938507e-06,30.0,4.77196173271e-06,0.0,1.2851765236e-07
3,2.70817463089e-06,40.0,2.61242727225e-06,0.0,9.57473586378e-08
4,1.17232463417e-06,50.0,1.10344869895e-06,0.0,6.88759352263e-08
5,5.91719189633e-07,60.0,5.31504515887e-07,0.0,6.02146737461e-08
6,3.00905397218e-07,70.0,2.52068730699e-07,0.0,4.88366665196e-08
7,8.52558755999e-08,80.0,4.25185108017e-08,0.0,4.27373647982e-08
8,inf,90.0,inf,,inf
9,5.70548133382e-11,100.0,8.96703508992e-14,0.0,5.69651429873e-11
10,7.79789771275e-11,110.0,9.21530165365e-14,0.0,7.78868241109e-11
11,1.53797634106e-08,120.0,2.72364056968e-09,0.0,1.2656122841e-08
12,9.29007577556e-08,130.0,4.49935847109e-08,0.0,4.79071730446e-08
13,1.47050895938e-07,140.0,8.25865484254e-08,0.0,6.44643475124e-08
14,1.26509488268e-07,150.0,7.07472096012e-08,0.0,5.57622786668e-08
15,1.04772182664e-07,160.0,5.59393010612e-08,0.0,4.88328816031e-08
16,9.54253976628e-08,170.0,4.67954870243e-08,0.0,4.86299106386e-08
17,9.79362044515e-08,180.0,4.47689329027e-08,0.0,5.31672715488e-08
18,1.05920783312e-07,190.0,4.45105339161e-08,0.0,6.14102493955e-08
19,1.14649247361e-07,200.0,4.20207529399e-08,0.0,7.26284944206e-08
20,1.11228387418e-07,210.0,3.85753543787e-08,0.0,7.2653033039e-08
21,9.87150187852e-08,220.0,3.20170787972e-08,0.0,6.6697939988e-08
22,9.11338753052e-08,230.0,2.72425644834e-08,0.0,6.38913108218e-08
23,1.07151462897e-07,240.0,2.94028951234e-08,0.0,7.77485677738e-08
24,1.47591072722e-07,250.0,3.81217584756e-08,0.0,1.09469314247e-07
25,8.26235944134e-08,260.0,1.92528178909e-08,0.0,6.33707765225e-08
26,8.20626789297e-08,270.0,1.72199809721e-08,0.0,6.48426979576e-08
27,8.04556937028e-08,280.0,1.59419189354e-08,0.0,6.45137747674e-08
28,8.45462526316e-08,290.0,1.48358739122e-08,0.0,6.97103787194e-08
29,8.63988561924e-08,300.0,1.44219130336e-08,0.0,7.19769431588e-08
