,combined_power_W_per_MHz,frequency_MHz,galactic_power_W_per_MHz,ground_power_W_per_MHz,system_power_W_per_MHz
93,6.84669733047e-10,1100,0.0,3.8840170669e-10,2.96268026357e-10
94,6.64937964459e-10,1110,0.0,3.78513287341e-10,2.86424677118e-10
95,6.61273516043e-10,1120,0.0,3.74008204761e-10,2.87265311282e-10
96,6.3779502838e-10,1130,0.0,3.6499013764e-10,2.7280489074e-10
97,5.83957350697e-10,1140,0.0,3.32415395561e-10,2.51541955136e-10
98,5.40979900383e-10,1150,0.0,3.13531463449e-10,2.27448436934e-10
99,4.96227844151e-10,1160,0.0,2.83453046841e-10,2.1277479731e-10
100,5.47244152395e-10,1170,0.0,3.04425571203e-10,2.42818581192e-10
101,5.54218641658e-10,1180,0.0,3.13098602803e-10,2.41120038855e-10
102,5.03246924651e-10,1190,0.0,2.84630299375e-10,2.18616625276e-10
103,4.3952251745e-10,1200,0.0,2.49161610637e-10,1.90360906813e-10
104,3.97998219855e-10,1210,0.0,2.27447480081e-10,1.70550739774e-10
105,3.81400387183e-10,1220,0.0,2.18012366717e-10,1.63388020466e-10
106,3.99283284697e-10,1230,0.0,2.29552025702e-10,1.69731258995e-10
107,4.13791084903e-10,1240,0.0,2.36527221203e-10,1.772638637e-10
108,4.02606822037e-10,1250,0.0,2.30611589711e-10,1.71995232327e-10
109,3.46322836302e-10,1260,0.0,1.95921063512e-10,1.50401772791e-10
110,3.010794608e-10,1270,0.0,1.7056154824e-10,1.3051791256e-10
111,2.70135169471e-10,1280,0.0,1.50203872486e-10,1.19931296986e-10
112,2.66981475922e-10,1290,0.0,1.47666210396e-10,1.19315265525e-10
113,2.60244242136e-10,1300,0.0,1.42259451403e-10,1.17984790733e-10
114,2.52220933997e-10,1310,0.0,1.38701490985e-10,1.13519443012e-10
115,2.24999280633e-10,1320,0.0,1.23560918951e-10,1.01438361682e-10
116,2.00300083154e-10,1330,0.0,1.10428488965e-10,8.98715941891e-11
117,1.78764438694e-10,1340,0.0,9.67567182167e-11,8.20077204775e-11
118,1.71862501827e-10,1350,0.0,9.22743786776e-11,7.95881231494e-11
119,1.73173378402e-10,1360,0.0,9.37305422662e-11,7.94428361363e-11
120,1.68842249471e-10,1370,0.0,9.09664255046e-11,7.78758239662e-11
121,1.54056891146e-10,1380,0.0,8.36914571835e-11,7.0365433962e-11
122,1.36107209348e-10,1390,0.0,7.29593791323e-11,6.31478302152e-11
123,1.23874276109e-10,1400,0.0,6.65397446014e-11,5.73345315074e-11
124,1.16193311593e-10,1410,0.0,6.12746909645e-11,5.4918620629e-11
125,1.05215840684e-10,1420,0.0,5.56008114212e-11,4.96150292632e-11
126,9.46849882442e-11,1430,0.0,5.01050072824e-11,4.45799809617e-11
127,8.78175121722e-11,1440,0.0,4.55282680553e-11,4.22892441169e-11
128,8.18240797419e-11,1450,0.0,4.11795057331e-11,4.06445740088e-11
129,7.55407216862e-11,1460,0.0,3.67012731165e-11,3.88394485697e-11
130,7.02718083381e-11,1470,0.0,3.21278105044e-11,3.81439978338e-11
