,combined_power_W_per_MHz,frequency_MHz,galactic_power_W_per_MHz,ground_power_W_per_MHz,system_power_W_per_MHz
0,2.77760085298e-10,10.0,0.0,1.99088906233e-13,2.77560996392e-10
1,3.20494299685e-10,20.0,0.0,1.78931437946e-13,3.20315368247e-10
2,7.73735160084e-09,30.0,0.0,1.39442364979e-10,7.59790923586e-09
3,3.29424097225e-07,40.0,0.0,1.51835884938e-07,1.77588212287e-07
4,3.19808881154e-07,50.0,0.0,1.71809605865e-07,1.47999275289e-07
5,2.91212504767e-07,60.0,0.0,1.57618005881e-07,1.33594498886e-07
6,2.86238237398e-07,70.0,0.0,1.59693858805e-07,1.26544378593e-07
7,2.67912870668e-07,80.0,0.0,1.50152272157e-07,1.17760598511e-07
8,2.61746833138e-07,90.0,0.0,1.49752894797e-07,1.11993938342e-07
9,3.03866985862e-07,100.0,0.0,1.89811111938e-07,1.14055873924e-07
10,3.45546218023e-07,110.0,0.0,2.26471319969e-07,1.19074898053e-07
11,3.83997253288e-07,120.0,0.0,2.64174910681e-07,1.19822342607e-07
12,4.08088756167e-07,130.0,0.0,2.76239562622e-07,1.31849193545e-07
13,3.99088300198e-07,140.0,0.0,2.72675585758e-07,1.2641271444e-07
14,3.70143886499e-07,150.0,0.0,2.48367135041e-07,1.21776751458e-07
15,3.34946877914e-07,160.0,0.0,2.20838172313e-07,1.14108705601e-07
16,3.31874228656e-07,170.0,0.0,2.14889143722e-07,1.16985084934e-07
17,3.51194727864e-07,180.0,0.0,2.24793814656e-07,1.26400913208e-07
18,3.76049265452e-07,190.0,0.0,2.33023598806e-07,1.43025666646e-07
19,3.79983780451e-07,200.0,0.0,2.32376655877e-07,1.47607124575e-07
20,3.68616326485e-07,210.0,0.0,2.2749630822e-07,1.41120018265e-07
21,3.56026620597e-07,220.0,0.0,2.2007432162e-07,1.35952298978e-07
22,3.4077645842e-07,230.0,0.0,2.06993944948e-07,1.33782513472e-07
23,3.47119530467e-07,240.0,0.0,2.11059611656e-07,1.3605991881e-07
24,3.62872437981e-07,250.0,0.0,2.21125626262e-07,1.41746811719e-07
25,3.7262999997e-07,260.0,0.0,2.23306185644e-07,1.49323814326e-07
26,3.70401000584e-07,270.0,0.0,2.20900158276e-07,1.49500842308e-07
27,3.65084174521e-07,280.0,0.0,2.13890334239e-07,1.51193840282e-07
28,3.78881399502e-07,290.0,0.0,2.21964258509e-07,1.56917140994e-07
29,3.76621583521e-07,300.0,0.0,2.13715441786e-07,1.62906141735e-07
